transaction_id,invoice_id,amount_score,amount_difference_percent,vendor_similarity,date_score,date_difference_days,reference_match,confidence,second_best_score,confidence_margin,actual_invoice_id,actual_status,label,xgb_probability,rank,second_probability,model_margin,decision,decision_reason
TXN-6038,INV-0465,100.0,0.0,100.0,15,17,0,90.00000000000001,68.47882009946835,21.521179900531664,INV-0465,MATCH,1,0.9998534,1,7.87038e-05,0.9997747,MATCH,High-confidence XGBoost match passed safety checks
TXN-6047,INV-0445,100.0,0.0,100.0,85,3,0,98.23529411764707,87.12452095626254,11.110773161384529,INV-0445,MATCH,1,0.9998882,1,0.0019233238,0.99796486,MATCH,High-confidence XGBoost match passed safety checks
TXN-6056,INV-0237,100.0,0.0,68.08510638297872,95,1,0,88.14768460575719,76.38573099402751,11.76195361172968,INV-0237,MATCH,1,0.9998815,1,0.00030572034,0.9995758,MATCH,High-confidence XGBoost match passed safety checks
TXN-6058,INV-0202,100.0,0.0,66.66666666666666,35,13,0,80.58823529411765,80.27591757174818,0.3123177223694711,INV-0202,MATCH,1,0.99998415,1,0.0042962087,0.99568796,MATCH,High-confidence XGBoost match passed safety checks
TXN-6064,INV-0230,99.97698504027618,0.02301495972382048,100.0,30,14,0,91.75252149191093,91.75252149191093,5.894537331618494,INV-0236,MATCH,0,0.9999188,1,0.9987437,0.0011751056,REVIEW,Low model confidence margin
TXN-6069,INV-0206,100.0,0.0,41.37931034482759,75,5,1,79.91379310344828,69.26231530206736,10.65147780138092,INV-0206,MATCH,1,0.9949327,1,1.0313367e-05,0.9949224,MATCH,High-confidence XGBoost match passed safety checks
TXN-6071,INV-0220,100.0,0.0,100.0,45,11,0,93.5294117647059,93.5294117647059,1.2089541699032367,INV-0220,MATCH,1,0.9998765,1,0.0024198869,0.9974566,MATCH,High-confidence XGBoost match passed safety checks
TXN-6074,INV-0207,100.0,0.0,41.37931034482759,60,8,1,78.41379310344828,70.4479432393585,7.96584986408979,INV-0207,MATCH,1,0.99731475,1,1.0898307e-05,0.99730384,MATCH,High-confidence XGBoost match passed safety checks
TXN-6080,INV-0092,100.0,0.0,41.37931034482759,30,14,1,75.41379310344828,67.45267814370459,7.961114959743696,INV-0092,MATCH,1,0.99980253,1,3.1291424e-06,0.99979943,MATCH,High-confidence XGBoost match passed safety checks
TXN-6083,INV-0176,100.0,0.0,75.0,50,10,0,85.29411764705884,73.07275541795666,12.221362229102184,INV-0176,MATCH,1,0.9999094,1,0.00010435304,0.99980503,MATCH,High-confidence XGBoost match passed safety checks
TXN-6085,INV-0407,100.0,0.0,100.0,30,14,0,91.76470588235296,91.76470588235296,5.667618768448378,INV-0407,MATCH,1,0.9999161,1,0.0006539592,0.9992621,MATCH,High-confidence XGBoost match passed safety checks
TXN-6091,INV-0194,100.0,0.0,56.60377358490566,90,2,0,83.5072142064373,72.13881881696675,11.36839538947055,INV-0194,MATCH,1,0.99991405,1,7.916937e-05,0.9998349,MATCH,High-confidence XGBoost match passed safety checks
TXN-6094,INV-0491,100.0,0.0,61.224489795918366,10,18,0,75.72629051620648,76.20920110073365,0.264341726896518,INV-0491,MATCH,1,0.99985933,1,0.0009672781,0.99889207,MATCH,High-confidence XGBoost match passed safety checks
TXN-6105,INV-0023,100.0,0.0,53.333333333333336,45,11,1,80.5,75.14963880288958,5.350361197110416,INV-0023,MATCH,1,0.99995816,1,4.465441e-05,0.9999135,MATCH,High-confidence XGBoost match passed safety checks
TXN-6109,INV-0370,100.0,0.0,58.8235294117647,5,19,0,74.29065743944638,72.3112393223075,1.9794181171388772,INV-0370,MATCH,1,0.999476,1,8.395071e-05,0.9993921,MATCH,High-confidence XGBoost match passed safety checks
TXN-6110,INV-0423,100.0,0.0,70.96774193548387,50,10,0,83.87096774193549,83.87096774193549,2.560216818719695,INV-0423,MATCH,1,0.9997825,1,0.0005174557,0.9992651,MATCH,High-confidence XGBoost match passed safety checks
TXN-6114,INV-0279,100.0,0.0,54.166666666666664,55,9,0,78.52941176470588,74.46460636205924,4.064805402646641,INV-0279,MATCH,1,0.99429554,1,4.2437074e-05,0.9942531,MATCH,High-confidence XGBoost match passed safety checks
TXN-6115,INV-0464,100.0,0.0,82.35294117647058,20,16,0,84.3598615916955,86.2384194664583,2.094876660341569,INV-0464,MATCH,1,0.9999273,1,0.000644389,0.9992829,MATCH,High-confidence XGBoost match passed safety checks
TXN-6117,INV-0008,100.0,0.0,57.69230769230769,10,18,0,74.47963800904978,74.47963800904978,7.269439666264844,INV-0008,MATCH,1,0.9993362,1,0.0004758643,0.9988603,MATCH,High-confidence XGBoost match passed safety checks
TXN-6127,INV-0249,100.0,0.0,100.0,95,1,0,99.41176470588236,82.97634271099744,16.43542199488492,INV-0249,MATCH,1,0.9998951,1,9.9618155e-05,0.9997955,MATCH,High-confidence XGBoost match passed safety checks
TXN-6133,INV-0113,100.0,0.0,82.35294117647058,15,17,0,83.77162629757785,81.97069242037733,1.8009338772005208,INV-0113,MATCH,1,0.99993134,1,0.0831415,0.9167898,MATCH,High-confidence XGBoost match passed safety checks
TXN-6138,INV-0442,100.0,0.0,59.25925925925926,25,15,0,76.79738562091504,75.36109298138796,1.4362926395270819,INV-0442,MATCH,1,0.9998988,1,5.8786478e-05,0.99984,MATCH,High-confidence XGBoost match passed safety checks
TXN-6142,INV-0044,100.0,0.0,100.0,20,16,0,90.58823529411767,87.63772384233086,2.9505114517868094,INV-0044,MATCH,1,0.99991775,1,9.22037e-05,0.99982554,MATCH,High-confidence XGBoost match passed safety checks
TXN-6145,INV-0469,100.0,0.0,100.0,5,19,0,88.82352941176472,81.73522392250456,7.088305489260165,INV-0469,MATCH,1,0.9998456,1,0.0010778188,0.9987678,MATCH,High-confidence XGBoost match passed safety checks
TXN-6146,INV-0221,100.0,0.0,75.0,15,17,0,81.1764705882353,77.70042812738257,3.4760424608527387,INV-0221,MATCH,1,0.999764,1,0.0013767009,0.99838734,MATCH,High-confidence XGBoost match passed safety checks
TXN-6149,INV-0250,100.0,0.0,46.15384615384615,85,3,1,82.34615384615384,69.05418091699143,13.291972929162412,INV-0250,MATCH,1,0.99985254,1,1.9426314e-05,0.9998331,MATCH,High-confidence XGBoost match passed safety checks
TXN-6153,INV-0095,100.0,0.0,58.8235294117647,75,5,0,82.52595155709344,80.03492187350095,2.4910296835924868,INV-0095,MATCH,1,0.99917966,1,0.00029718934,0.9988825,MATCH,High-confidence XGBoost match passed safety checks
TXN-6155,INV-0281,100.0,0.0,100.0,5,19,0,88.82352941176472,83.34245932415519,5.481070087609538,INV-0281,MATCH,1,0.9998186,1,0.00011881822,0.99969983,MATCH,High-confidence XGBoost match passed safety checks
TXN-6156,INV-0275,100.0,0.0,100.0,35,13,0,92.35294117647061,86.95829585184224,5.394645324628371,INV-0275,MATCH,1,0.9998913,1,0.0011526445,0.99873865,MATCH,High-confidence XGBoost match passed safety checks
TXN-6166,INV-0193,100.0,0.0,100.0,30,14,0,91.76470588235296,91.76470588235296,0.7347278745058929,INV-0193,MATCH,1,0.99998176,1,0.0079742,0.99200755,MATCH,High-confidence XGBoost match passed safety checks
TXN-6173,INV-0325,100.0,0.0,41.37931034482759,50,10,1,77.41379310344828,70.39040607657476,7.023387026873522,INV-0325,MATCH,1,0.99948466,1,1.556128e-05,0.9994691,MATCH,High-confidence XGBoost match passed safety checks
TXN-6176,INV-0133,100.0,0.0,100.0,25,15,0,91.1764705882353,87.1900366952074,3.9864338930279075,INV-0133,MATCH,1,0.99994767,1,0.00014289451,0.9998048,MATCH,High-confidence XGBoost match passed safety checks
TXN-6177,INV-0385,100.0,0.0,100.0,15,17,0,90.00000000000001,82.81205164992826,7.18794835007175,INV-0385,MATCH,1,0.9998611,1,9.9712146e-05,0.9997614,MATCH,High-confidence XGBoost match passed safety checks
TXN-6181,INV-0476,100.0,0.0,38.095238095238095,35,13,1,74.92857142857143,74.92857142857143,0.5090432111931023,INV-0476,MATCH,1,0.99997807,1,2.0908848e-05,0.99995714,MATCH,High-confidence XGBoost match passed safety checks
TXN-6182,INV-0011,100.0,0.0,100.0,30,14,0,91.76470588235296,91.76470588235296,4.051138043156939,INV-0011,MATCH,1,0.999931,1,0.9996749,0.00025606155,REVIEW,Low model confidence margin
TXN-6194,INV-0025,100.0,0.0,100.0,35,13,0,92.35294117647061,87.67831172447939,4.674629451991223,INV-0025,MATCH,1,0.99990404,1,0.00030398316,0.99960005,MATCH,High-confidence XGBoost match passed safety checks
TXN-6204,INV-0244,100.0,0.0,100.0,5,19,0,88.82352941176472,88.82352941176472,0.8873568330923831,INV-0244,MATCH,1,0.9999614,1,0.0033407772,0.9966206,MATCH,High-confidence XGBoost match passed safety checks
TXN-6210,INV-0267,100.0,0.0,70.96774193548387,60,8,0,85.04743833017079,77.28722851376014,7.760209816410651,INV-0267,MATCH,1,0.99973005,1,0.00043069234,0.99929935,MATCH,High-confidence XGBoost match passed safety checks
TXN-6223,INV-0111,100.0,0.0,100.0,15,17,0,90.00000000000001,90.00000000000001,3.7568790509966874,INV-0111,MATCH,1,0.99979216,1,0.0012196823,0.99857247,MATCH,High-confidence XGBoost match passed safety checks
TXN-6228,INV-0381,100.0,0.0,38.095238095238095,20,16,1,73.42857142857143,65.80461320739937,7.62395822117206,INV-0381,MATCH,1,0.9996152,1,3.7121602e-06,0.9996115,MATCH,High-confidence XGBoost match passed safety checks
TXN-6232,INV-0216,100.0,0.0,45.16129032258065,15,17,1,75.04838709677419,68.81024164607231,6.238145450701879,INV-0216,MATCH,1,0.99997497,1,0.00029657967,0.9996784,MATCH,High-confidence XGBoost match passed safety checks
TXN-6239,INV-0091,100.0,0.0,46.15384615384615,10,18,1,74.84615384615384,70.9603873124329,3.8857665337209397,INV-0091,MATCH,1,0.99997675,1,0.0004935024,0.9994832,MATCH,High-confidence XGBoost match passed safety checks
TXN-6246,INV-0242,100.0,0.0,53.333333333333336,65,7,1,82.5,71.5876450914814,10.912354908518594,INV-0242,MATCH,1,0.99954766,1,5.3072067e-06,0.99954236,MATCH,High-confidence XGBoost match passed safety checks
TXN-6249,INV-0417,100.0,0.0,54.166666666666664,45,11,0,77.3529411764706,77.3529411764706,5.602045750723306,INV-0417,MATCH,1,0.9975981,1,0.9343716,0.06322652,REVIEW,Low model confidence margin
TXN-6250,INV-0317,100.0,0.0,54.54545454545455,80,4,0,81.60427807486631,72.0805869916677,9.523691083198614,INV-0317,MATCH,1,0.9995117,1,1.7502174e-05,0.9994942,MATCH,High-confidence XGBoost match passed safety checks
TXN-6263,INV-0215,100.0,0.0,100.0,20,16,0,90.58823529411767,77.30517848164907,13.283056812468601,INV-0215,MATCH,1,0.9999231,1,0.00053628866,0.99938685,MATCH,High-confidence XGBoost match passed safety checks
TXN-6273,INV-0357,100.0,0.0,100.0,20,16,0,90.58823529411767,87.52884089341357,3.059394400704093,INV-0357,MATCH,1,0.9999099,1,0.011626076,0.9882838,MATCH,High-confidence XGBoost match passed safety checks
TXN-6282,INV-0483,100.0,0.0,100.0,10,18,0,89.41176470588236,88.12710370251642,1.2846610033659402,INV-0483,MATCH,1,0.99993455,1,0.0065841423,0.9933504,MATCH,High-confidence XGBoost match passed safety checks
TXN-6287,INV-0238,100.0,0.0,82.35294117647058,25,15,0,84.94809688581314,80.0515292214193,4.896567664393842,INV-0238,MATCH,1,0.9999591,1,0.00016129077,0.9997978,MATCH,High-confidence XGBoost match passed safety checks
TXN-6298,INV-0248,100.0,0.0,70.96774193548387,75,5,0,86.81214421252373,76.46519779064286,10.346946421880872,INV-0248,MATCH,1,0.99987173,1,0.00056435243,0.9993074,MATCH,High-confidence XGBoost match passed safety checks
TXN-6312,INV-0492,100.0,0.0,60.714285714285715,30,14,0,77.89915966386556,69.28326091088725,8.61589875297831,INV-0492,MATCH,1,0.99950504,1,4.2808213e-05,0.99946225,MATCH,High-confidence XGBoost match passed safety checks
TXN-6318,INV-0298,100.0,0.0,100.0,25,15,0,91.1764705882353,91.1764705882353,2.995618111804532,INV-0298,MATCH,1,0.99991906,1,0.0015789376,0.99834013,MATCH,High-confidence XGBoost match passed safety checks
TXN-6323,INV-0274,100.0,0.0,100.0,40,12,0,92.94117647058825,89.03122913730436,3.909947333283881,INV-0274,MATCH,1,0.9999081,1,0.0037188332,0.99618924,MATCH,High-confidence XGBoost match passed safety checks
TXN-6335,INV-0343,100.0,0.0,38.095238095238095,80,4,1,79.42857142857143,66.97499119719569,12.453580231375739,INV-0343,MATCH,1,0.9987612,1,1.907505e-05,0.9987421,MATCH,High-confidence XGBoost match passed safety checks
TXN-6337,INV-0116,100.0,0.0,71.7948717948718,75,5,0,87.10407239819006,78.76834786447412,8.335724533715933,INV-0116,MATCH,1,0.9998573,1,0.01284383,0.98701346,MATCH,High-confidence XGBoost match passed safety checks
TXN-6347,INV-0222,100.0,0.0,100.0,85,3,0,98.23529411764707,97.20720720720722,1.0280869104398533,INV-0222,MATCH,1,0.99829,1,0.012414318,0.98587567,MATCH,High-confidence XGBoost match passed safety checks
TXN-6359,INV-0363,100.0,0.0,68.08510638297872,70,6,0,85.20650813516896,80.23286985758813,4.973638277580832,INV-0363,MATCH,1,0.9992761,1,0.00061504584,0.99866104,MATCH,High-confidence XGBoost match passed safety checks
TXN-6361,INV-0163,100.0,0.0,41.37931034482759,85,3,1,80.91379310344828,69.51292692179472,11.40086618165357,INV-0163,MATCH,1,0.99716944,1,1.340827e-05,0.997156,MATCH,High-confidence XGBoost match passed safety checks
TXN-6363,INV-0413,100.0,0.0,46.15384615384615,35,13,1,77.34615384615384,69.49741435035553,7.848739495798313,INV-0413,MATCH,1,0.9999386,1,6.0641205e-06,0.9999325,MATCH,High-confidence XGBoost match passed safety checks
TXN-6369,INV-0369,100.0,0.0,76.92307692307692,85,3,0,90.09049773755656,79.25016160310278,10.840336134453779,INV-0369,MATCH,1,0.99994314,1,0.00033481154,0.99960834,MATCH,High-confidence XGBoost match passed safety checks
TXN-6380,INV-0444,99.96075353218211,0.03924646781789639,38.095238095238095,70,6,1,78.41091051805338,69.12129688567575,9.289613632377637,INV-0444,AMOUNT_MISMATCH,0,0.9975569,1,9.616734e-06,0.9975473,MATCH,High-confidence XGBoost match passed safety checks
TXN-6389,INV-0115,99.93900579444953,0.060994205550472705,82.35294117647058,40,12,0,86.68051171816877,74.04346855481735,12.637043163351422,INV-0115,AMOUNT_MISMATCH,0,0.9999354,1,9.792669e-05,0.99983746,MATCH,High-confidence XGBoost match passed safety checks
TXN-6393,INV-0479,99.98835313300722,0.011646866992778943,100.0,5,19,0,88.81736342335677,87.51748889835147,1.2998745250052934,INV-0479,AMOUNT_MISMATCH,0,0.9999033,1,0.0052513285,0.994652,MATCH,High-confidence XGBoost match passed safety checks
TXN-6396,INV-0365,99.98050682261209,0.01949317738791423,100.0,50,10,0,94.10732714138288,90.12831362053018,3.9790135208527033,INV-0365,AMOUNT_MISMATCH,0,0.99972934,1,0.0008438974,0.99888545,MATCH,High-confidence XGBoost match passed safety checks
TXN-6398,INV-0154,99.98614190687361,0.01385809312638581,45.16129032258065,65,7,1,80.04215095486731,73.83733986837038,6.204811086496932,INV-0154,AMOUNT_MISMATCH,0,0.9998776,1,0.0027924771,0.9970851,MATCH,High-confidence XGBoost match passed safety checks
TXN-6402,INV-0034,99.61991638160396,0.3800836183960471,100.0,30,14,0,91.5634851432021,87.30267219331512,4.260812949886983,INV-0034,AMOUNT_MISMATCH,0,0.0025494036,1,0.0021541766,0.000395227,REVIEW,Requires analyst review
TXN-6411,INV-0089,98.76543209876543,1.2345679012345678,75.0,90,2,0,89.34640522875817,67.81512605042018,21.531279178337996,INV-0089,AMOUNT_MISMATCH,0,0.0027513797,1,7.355563e-05,0.002677824,REVIEW,Requires analyst review
TXN-6413,INV-0038,99.98864539570796,0.011354604292040422,57.69230769230769,35,13,0,77.41480321854223,83.02951521639395,0.0,INV-0038,AMOUNT_MISMATCH,0,0.9981845,1,0.0002938857,0.9978906,MATCH,High-confidence XGBoost match passed safety checks
TXN-6417,INV-0356,100.0,0.0,100.0,90,2,0,98.82352941176472,98.82352941176472,0.0,INV-0356,AMBIGUOUS,0,0.14048524,1,0.14048524,0.0,REVIEW,Requires analyst review
TXN-6425,INV-0059,100.0,0.0,100.0,90,2,0,98.82352941176472,98.82352941176472,0.0,INV-0014,AMBIGUOUS,0,0.14048524,1,0.14048524,0.0,REVIEW,Requires analyst review
TXN-6426,INV-0143,100.0,0.0,100.0,80,4,0,97.64705882352942,97.64705882352942,0.0,INV-0128,AMBIGUOUS,0,0.18369864,1,0.18369864,0.0,REVIEW,Requires analyst review
TXN-6430,INV-0272,100.0,0.0,71.7948717948718,50,10,0,84.16289592760182,78.13716063348417,6.025735294117652,INV-0272,MATCH,1,0.9998691,1,5.6871948e-05,0.99981225,MATCH,High-confidence XGBoost match passed safety checks
TXN-6431,INV-0272,100.0,0.0,100.0,35,13,0,92.35294117647061,88.09191176470588,4.261029411764724,INV-0272,DUPLICATE,0,0.99992037,1,0.0027925994,0.9971278,REVIEW,Duplicate payment risk
TXN-6437,INV-0040,100.0,0.0,54.166666666666664,45,11,0,77.3529411764706,77.3529411764706,1.164731968175289,INV-0040,DUPLICATE,0,0.99921393,1,0.00031888302,0.99889505,REVIEW,Duplicate payment risk
TXN-6440,INV-0495,100.0,0.0,70.96774193548387,80,4,0,87.40037950664137,79.27974142089859,8.120638085742783,INV-0495,MATCH,1,0.9996358,1,0.0014851919,0.99815065,MATCH,High-confidence XGBoost match passed safety checks
TXN-6446,INV-0231,100.0,0.0,54.166666666666664,90,2,0,82.64705882352942,74.66177496341481,7.985283860114606,INV-0231,MATCH,1,0.97194165,1,1.2240606e-05,0.97192943,MATCH,High-confidence XGBoost match passed safety checks
TXN-6449,INV-0489,100.0,0.0,59.64912280701754,45,11,0,79.28792569659443,79.28792569659443,0.20923805763915482,INV-0489,DUPLICATE,0,0.9996797,1,0.00083700503,0.99884266,REVIEW,Duplicate payment risk
TXN-6460,INV-0186,100.0,0.0,48.484848484848484,95,1,1,84.04545454545455,68.96945400995143,15.076000535503113,INV-0186,MATCH,1,0.9998085,1,8.910697e-06,0.9997996,MATCH,High-confidence XGBoost match passed safety checks
TXN-6466,INV-0399,100.0,0.0,58.8235294117647,75,5,0,82.52595155709344,81.11787706016749,1.4080744969259484,INV-0399,MATCH,1,0.9997298,1,0.00059055566,0.99913925,MATCH,High-confidence XGBoost match passed safety checks
TXN-6468,INV-0121,1.1762234824616655,98.82377651753833,38.095238095238095,20,16,0,16.42102587726962,39.35828877005348,6.450179544808698,,,0,8.6175e-06,1,7.842783e-06,7.747167e-07,REVIEW,Requires analyst review
TXN-6472,INV-0382,21.913043478260875,78.08695652173913,32.55813953488372,20,16,0,25.445072265508834,61.5974385849043,4.579862375005355,,,0,1.7521146e-05,1,1.728986e-05,2.3128632e-07,REVIEW,Requires analyst review
TXN-6474,INV-0086,28.12872467222884,71.87127532777116,35.55555555555556,25,15,0,30.381873846081938,66.51707491507241,0.6758227778856849,,,0,2.0908848e-05,1,2.0908848e-05,0.0,REVIEW,Requires analyst review
TXN-6477,INV-0447,27.16736207695874,72.83263792304126,38.297872340425535,25,15,0,30.840793690304817,60.186771926446525,0.9137973335155323,,,0,2.405455e-05,1,2.228927e-05,1.7652801e-06,REVIEW,Requires analyst review
