transaction_id,invoice_id,xgb_probability,model_margin,amount_difference_percent,vendor_similarity,date_difference_days,reference_match,decision,decision_reason,explanation,actual_invoice_id,actual_status,actual_match,predicted_match,true_positive,false_positive,false_negative,true_negative
TXN-6060,INV-0454,0.99979025,0.9996164,0.0,57.69230769230769,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0454,MATCH,True,True,True,False,False,False
TXN-6061,INV-0486,0.9982602,0.9977463,0.0,58.8235294117647,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0486,MATCH,True,True,True,False,False,False
TXN-6062,INV-0336,0.99993515,0.99932146,0.0,100.0,20,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0336,MATCH,True,True,True,False,False,False
TXN-6063,INV-0060,0.9999292,0.9974396,0.0,100.0,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0060,MATCH,True,True,True,False,False,False
TXN-6064,INV-0230,0.9999188,0.0011751056,0.0230149597238204,100.0,14,0,REVIEW,Ambiguous candidate ranking,Exact/near-exact amount + Strong vendor similarity,INV-0236,MATCH,True,False,False,False,True,False
TXN-6065,INV-0182,0.9999038,0.9990134,0.0,100.0,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0182,MATCH,True,True,True,False,False,False
TXN-6066,INV-0076,0.9996971,0.36259758,0.0,100.0,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0076,MATCH,True,True,True,False,False,False
TXN-6067,INV-0428,0.99994266,0.9993597,0.0,83.33333333333333,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0428,MATCH,True,True,True,False,False,False
TXN-6068,INV-0139,0.999828,0.9972967,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0139,MATCH,True,True,True,False,False,False
TXN-6069,INV-0206,0.9949327,0.9949224,0.0,41.37931034482759,5,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0206,MATCH,True,True,True,False,False,False
TXN-6070,INV-0140,0.999928,0.9877196,0.0,100.0,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0140,MATCH,True,True,True,False,False,False
TXN-6071,INV-0220,0.9998765,0.9974566,0.0,100.0,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0220,MATCH,True,True,True,False,False,False
TXN-6072,INV-0378,0.999959,0.9998755,0.0,48.48484848484848,11,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0378,MATCH,True,True,True,False,False,False
TXN-6073,INV-0338,0.9998374,0.0006980896,0.0,100.0,5,0,REVIEW,Ambiguous candidate ranking,Exact/near-exact amount + Strong vendor similarity,INV-0338,MATCH,True,False,False,False,True,False
TXN-6074,INV-0207,0.99731475,0.99730384,0.0,41.37931034482759,8,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0207,MATCH,True,True,True,False,False,False
TXN-6075,INV-0303,0.99918133,0.9969849,0.0,100.0,9,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0303,MATCH,True,True,True,False,False,False
TXN-6076,INV-0170,0.99988663,0.9997587,0.0,75.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0170,MATCH,True,True,True,False,False,False
TXN-6077,INV-0119,0.9998467,0.9995797,0.0,58.8235294117647,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0119,MATCH,True,True,True,False,False,False
TXN-6078,INV-0097,0.994806,0.9946116,0.0,58.8235294117647,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date,INV-0097,MATCH,True,True,True,False,False,False
TXN-6079,INV-0374,0.99961877,0.9994912,0.0,68.08510638297872,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0374,MATCH,True,True,True,False,False,False
TXN-6080,INV-0092,0.99980253,0.99979943,0.0,41.37931034482759,14,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0092,MATCH,True,True,True,False,False,False
TXN-6081,INV-0183,0.99990404,0.999194,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0183,MATCH,True,True,True,False,False,False
TXN-6082,INV-0227,0.9999292,0.97015566,0.0,70.96774193548387,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0227,MATCH,True,True,True,False,False,False
TXN-6083,INV-0176,0.9999094,0.99980503,0.0,75.0,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0176,MATCH,True,True,True,False,False,False
TXN-6084,INV-0441,0.99986076,0.9988359,0.0,100.0,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0441,MATCH,True,True,True,False,False,False
TXN-6085,INV-0407,0.9999161,0.9992621,0.0,100.0,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0407,MATCH,True,True,True,False,False,False
TXN-6086,INV-0307,0.9996111,0.99922097,0.0,70.96774193548387,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0307,MATCH,True,True,True,False,False,False
TXN-6087,INV-0259,0.9995585,0.95303303,0.0,70.96774193548387,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0259,MATCH,True,True,True,False,False,False
TXN-6088,INV-0422,0.99962056,0.99425876,0.0,100.0,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0422,MATCH,True,True,True,False,False,False
TXN-6089,INV-0171,0.9999019,0.99989873,0.0,38.095238095238095,15,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0171,MATCH,True,True,True,False,False,False
TXN-6090,INV-0032,0.99982494,0.9914017,0.0,59.25925925925926,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date,INV-0032,MATCH,True,True,True,False,False,False
TXN-6091,INV-0194,0.99991405,0.9998349,0.0,56.60377358490566,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date,INV-0194,MATCH,True,True,True,False,False,False
TXN-6092,INV-0474,0.99949586,0.9983957,0.0,100.0,20,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0474,MATCH,True,True,True,False,False,False
TXN-6093,INV-0323,0.9998503,0.99775594,0.0,100.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date,INV-0323,MATCH,True,True,True,False,False,False
TXN-6094,INV-0491,0.99985933,0.99889207,0.0,61.224489795918366,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0491,MATCH,True,True,True,False,False,False
TXN-6095,INV-0475,0.99987805,0.9998405,0.0,50.0,7,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0475,MATCH,True,True,True,False,False,False
TXN-6096,INV-0339,0.99990845,0.9998202,0.0,82.35294117647058,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date,INV-0339,MATCH,True,True,True,False,False,False
TXN-6097,INV-0316,0.9988134,0.99837303,0.0,59.64912280701754,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0316,MATCH,True,True,True,False,False,False
TXN-6098,INV-0209,0.99992216,0.99732405,0.0,100.0,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0209,MATCH,True,True,True,False,False,False
TXN-6099,INV-0162,0.9998004,0.99964404,0.0,57.69230769230769,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0162,MATCH,True,True,True,False,False,False
TXN-6100,INV-0046,0.99983084,0.99978656,0.0,38.297872340425535,18,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0046,MATCH,True,True,True,False,False,False
TXN-6101,INV-0414,0.9999043,0.9991299,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0414,MATCH,True,True,True,False,False,False
TXN-6102,INV-0308,0.99992645,0.99960756,0.0,41.37931034482759,12,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0308,MATCH,True,True,True,False,False,False
TXN-6103,INV-0069,0.99992466,0.99985933,0.0,68.08510638297872,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0069,MATCH,True,True,True,False,False,False
TXN-6104,INV-0169,0.9999474,0.9787468,0.0,56.60377358490566,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0169,MATCH,True,True,True,False,False,False
TXN-6105,INV-0023,0.99995816,0.9999135,0.0,53.333333333333336,11,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0023,MATCH,True,True,True,False,False,False
TXN-6106,INV-0438,0.99962056,0.9994292,0.0,100.0,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0438,MATCH,True,True,True,False,False,False
TXN-6107,INV-0201,0.9998338,0.9997659,0.0,76.92307692307692,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0201,MATCH,True,True,True,False,False,False
TXN-6108,INV-0212,0.9998951,0.0009393692,0.0,100.0,1,0,REVIEW,Ambiguous candidate ranking,Exact/near-exact amount + Strong vendor similarity + Close transaction date,INV-0212,MATCH,True,False,False,False,True,False
TXN-6109,INV-0370,0.999476,0.9993921,0.0,58.8235294117647,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0370,MATCH,True,True,True,False,False,False
TXN-6110,INV-0423,0.9997825,0.9992651,0.0,70.96774193548387,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0423,MATCH,True,True,True,False,False,False
TXN-6111,INV-0167,0.99904114,0.9989973,0.0,61.224489795918366,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0167,MATCH,True,True,True,False,False,False
TXN-6112,INV-0200,0.9998964,0.9978361,0.0,57.69230769230769,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0200,MATCH,True,True,True,False,False,False
TXN-6113,INV-0027,0.9999895,0.99994415,0.0,48.48484848484848,16,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0027,MATCH,True,True,True,False,False,False
TXN-6114,INV-0279,0.99429554,0.9942531,0.0,54.16666666666666,9,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0279,MATCH,True,True,True,False,False,False
TXN-6115,INV-0464,0.9999273,0.9992829,0.0,82.35294117647058,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0464,MATCH,True,True,True,False,False,False
TXN-6116,INV-0273,0.9999577,0.9992686,0.0,70.96774193548387,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0273,MATCH,True,True,True,False,False,False
TXN-6117,INV-0008,0.9993362,0.9988603,0.0,57.69230769230769,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0008,MATCH,True,True,True,False,False,False
TXN-6118,INV-0379,0.9999639,0.8549558,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0379,MATCH,True,True,True,False,False,False
TXN-6119,INV-0234,0.9998248,0.9990575,0.0,100.0,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0234,MATCH,True,True,True,False,False,False
TXN-6120,INV-0109,0.99712735,0.95539886,0.0,100.0,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date,INV-0109,MATCH,True,True,True,False,False,False
TXN-6121,INV-0112,0.99983835,0.9997358,0.0,59.25925925925926,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0112,MATCH,True,True,True,False,False,False
TXN-6122,INV-0427,0.9999217,0.99968094,0.0,75.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date,INV-0427,MATCH,True,True,True,False,False,False
TXN-6123,INV-0243,0.99974674,0.99695796,0.0,100.0,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date,INV-0243,MATCH,True,True,True,False,False,False
TXN-6124,INV-0355,0.99993014,0.99983776,0.0,100.0,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0355,MATCH,True,True,True,False,False,False
TXN-6125,INV-0100,0.9999281,0.99966747,0.0,100.0,20,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0100,MATCH,True,True,True,False,False,False
TXN-6126,INV-0393,0.9997856,0.9802135,0.0,59.64912280701754,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0393,MATCH,True,True,True,False,False,False
TXN-6127,INV-0249,0.9998951,0.9997955,0.0,100.0,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date,INV-0249,MATCH,True,True,True,False,False,False
TXN-6128,INV-0053,0.99982566,0.99959785,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0053,MATCH,True,True,True,False,False,False
TXN-6129,INV-0106,0.9995623,0.9995489,0.0,48.48484848484848,1,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found,INV-0106,MATCH,True,True,True,False,False,False
TXN-6130,INV-0174,0.99991083,0.9997657,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0174,MATCH,True,True,True,False,False,False
TXN-6131,INV-0306,0.9999144,0.99957645,0.0,56.60377358490566,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0306,MATCH,True,True,True,False,False,False
TXN-6132,INV-0455,0.9992048,0.99875665,0.0,100.0,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0455,MATCH,True,True,True,False,False,False
TXN-6133,INV-0113,0.99993134,0.9167898,0.0,82.35294117647058,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0113,MATCH,True,True,True,False,False,False
TXN-6134,INV-0398,0.9998584,0.9984444,0.0,100.0,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0398,MATCH,True,True,True,False,False,False
