transaction_id,invoice_id,xgb_probability,model_margin,amount_difference_percent,vendor_similarity,date_difference_days,reference_match,decision,decision_reason,explanation
TXN-6091,INV-0194,0.99991405,0.9998349,0.0,56.60377358490566,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date
TXN-6092,INV-0474,0.99949586,0.9983957,0.0,100.0,20,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6093,INV-0323,0.9998503,0.99775594,0.0,100.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6094,INV-0491,0.99985933,0.99889207,0.0,61.224489795918366,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6095,INV-0475,0.99987805,0.9998405,0.0,50.0,7,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6096,INV-0339,0.99990845,0.9998202,0.0,82.35294117647058,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6097,INV-0316,0.9988134,0.99837303,0.0,59.64912280701754,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6098,INV-0209,0.99992216,0.99732405,0.0,100.0,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6099,INV-0162,0.9998004,0.99964404,0.0,57.69230769230769,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6100,INV-0046,0.99983084,0.99978656,0.0,38.297872340425535,18,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6101,INV-0414,0.9999043,0.9991299,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6102,INV-0308,0.99992645,0.99960756,0.0,41.37931034482759,12,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6103,INV-0069,0.99992466,0.99985933,0.0,68.08510638297872,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6104,INV-0169,0.9999474,0.9787468,0.0,56.60377358490566,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6105,INV-0023,0.99995816,0.9999135,0.0,53.333333333333336,11,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6106,INV-0438,0.99962056,0.9994292,0.0,100.0,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6107,INV-0201,0.9998338,0.9997659,0.0,76.92307692307692,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6108,INV-0212,0.9998951,0.0009393692,0.0,100.0,1,0,REVIEW,Ambiguous candidate ranking,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6109,INV-0370,0.999476,0.9993921,0.0,58.8235294117647,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6110,INV-0423,0.9997825,0.9992651,0.0,70.96774193548387,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6111,INV-0167,0.99904114,0.9989973,0.0,61.224489795918366,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6112,INV-0200,0.9998964,0.9978361,0.0,57.69230769230769,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6113,INV-0027,0.9999895,0.99994415,0.0,48.484848484848484,16,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6114,INV-0279,0.99429554,0.9942531,0.0,54.166666666666664,9,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6115,INV-0464,0.9999273,0.9992829,0.0,82.35294117647058,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6116,INV-0273,0.9999577,0.9992686,0.0,70.96774193548387,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6117,INV-0008,0.9993362,0.9988603,0.0,57.69230769230769,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6118,INV-0379,0.9999639,0.8549558,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6119,INV-0234,0.9998248,0.9990575,0.0,100.0,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6120,INV-0109,0.99712735,0.95539886,0.0,100.0,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6121,INV-0112,0.99983835,0.9997358,0.0,59.25925925925926,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6122,INV-0427,0.9999217,0.99968094,0.0,75.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date
TXN-6123,INV-0243,0.99974674,0.99695796,0.0,100.0,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6124,INV-0355,0.99993014,0.99983776,0.0,100.0,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6125,INV-0100,0.9999281,0.99966747,0.0,100.0,20,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6126,INV-0393,0.9997856,0.9802135,0.0,59.64912280701754,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6127,INV-0249,0.9998951,0.9997955,0.0,100.0,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6128,INV-0053,0.99982566,0.99959785,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6129,INV-0106,0.9995623,0.9995489,0.0,48.484848484848484,1,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found
TXN-6130,INV-0174,0.99991083,0.9997657,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6131,INV-0306,0.9999144,0.99957645,0.0,56.60377358490566,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6132,INV-0455,0.9992048,0.99875665,0.0,100.0,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6133,INV-0113,0.99993134,0.9167898,0.0,82.35294117647058,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6134,INV-0398,0.9998584,0.9984444,0.0,100.0,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6135,INV-0049,0.99949324,0.99947834,0.0,38.095238095238095,9,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6136,INV-0151,0.9996239,0.99957836,0.0,70.96774193548387,9,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6137,INV-0009,0.99993324,0.9996651,0.0,61.224489795918366,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date
TXN-6138,INV-0442,0.9998988,0.99984,0.0,59.25925925925926,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6139,INV-0305,0.99978465,0.8648295,0.0,100.0,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6140,INV-0330,0.9998192,0.9991674,0.0,70.96774193548387,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date
TXN-6141,INV-0426,0.99998164,0.9890706,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6142,INV-0044,0.99991775,0.99982554,0.0,100.0,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6143,INV-0123,0.99768555,0.994608,0.0,54.54545454545455,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6144,INV-0313,0.99998355,0.9942849,0.0,45.16129032258065,14,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6145,INV-0469,0.9998456,0.9987678,0.0,100.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6146,INV-0221,0.999764,0.99838734,0.0,75.0,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6147,INV-0490,0.9998022,0.9989602,0.0,100.0,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6148,INV-0007,0.99991965,0.95842546,0.0,100.0,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6149,INV-0250,0.99985254,0.9998331,0.0,46.15384615384615,3,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found
TXN-6150,INV-0107,0.999828,0.99968785,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6151,INV-0345,0.9994204,0.9994131,0.0,38.095238095238095,6,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6152,INV-0340,0.9993337,0.9887415,0.0,100.0,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6153,INV-0095,0.99917966,0.9988825,0.0,58.8235294117647,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6154,INV-0005,0.99934274,0.9571096,0.0,82.35294117647058,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6155,INV-0281,0.9998186,0.99969983,0.0,100.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6156,INV-0275,0.9998913,0.99873865,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6157,INV-0145,0.9992362,0.99917644,0.0,60.714285714285715,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6158,INV-0297,0.9995671,0.9995574,0.0,45.16129032258065,3,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found
TXN-6159,INV-0271,0.9999125,0.99983114,0.0,59.64912280701754,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date
TXN-6160,INV-0382,0.9997075,0.9989931,0.0,100.0,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6161,INV-0371,0.9996338,0.9989281,0.0,100.0,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6162,INV-0448,0.99972326,0.9997074,0.0,38.095238095238095,20,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6163,INV-0152,0.9997855,0.9997773,0.0,45.16129032258065,1,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found
TXN-6164,INV-0077,0.9992304,0.99864995,0.0,71.7948717948718,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6165,INV-0158,0.9994948,0.99945676,0.0,54.166666666666664,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6166,INV-0193,0.99998176,0.99200755,0.0,100.0,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6167,INV-0324,0.9998909,0.9998104,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6168,INV-0257,0.999884,0.99952084,0.0,76.92307692307692,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6169,INV-0277,0.99985254,0.99984366,0.0,46.15384615384615,3,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found
TXN-6170,INV-0084,0.9997899,0.99974185,0.0,60.714285714285715,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6171,INV-0179,0.9999658,0.9999111,0.0,38.297872340425535,13,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6172,INV-0254,0.99986565,0.99979347,0.0,100.0,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6173,INV-0325,0.99948466,0.9994691,0.0,41.37931034482759,10,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6174,INV-0481,0.9998865,0.9997668,0.0,76.92307692307692,9,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
