transaction_id,predicted_invoice_id,confidence,decision,amount_difference,amount_difference_percent,date_difference_days,vendor_similarity,reference_match,second_best_score,confidence_margin,reason,actual_invoice_id,actual_status
TXN-6149,INV-0250,86.47,MATCH,0.0,0.0,3,57.14,True,60.64,25.83,Invoice reference matched + exact amount + unambiguous candidate,INV-0250,MATCH
TXN-6209,INV-0093,86.45,MATCH,0.0,0.0,16,66.67,True,59.98,26.47,Invoice reference matched + exact amount + unambiguous candidate,INV-0093,MATCH
TXN-6345,INV-0029,86.42,MATCH,0.0,0.0,12,63.64,True,68.85,17.57,Invoice reference matched + exact amount + unambiguous candidate,INV-0029,MATCH
TXN-6230,INV-0375,86.31,MATCH,0.0,0.0,5,58.06,True,54.5,31.81,Invoice reference matched + exact amount + unambiguous candidate,INV-0375,MATCH
TXN-6346,INV-0258,86.31,MATCH,0.0,0.0,5,58.06,True,59.8,26.51,Invoice reference matched + exact amount + unambiguous candidate,INV-0258,MATCH
TXN-6095,INV-0475,86.28,MATCH,0.0,0.0,7,59.46,True,58.82,27.46,Invoice reference matched + exact amount + unambiguous candidate,INV-0475,MATCH
TXN-6232,INV-0216,86.22,MATCH,0.0,0.0,17,66.67,True,64.4,21.82,Invoice reference matched + exact amount + unambiguous candidate,INV-0216,MATCH
TXN-6251,INV-0290,86.22,MATCH,0.0,0.0,17,66.67,True,65.0,21.22,Invoice reference matched + exact amount + unambiguous candidate,INV-0290,MATCH
TXN-6171,INV-0179,86.2,MATCH,0.0,0.0,13,63.64,True,58.57,27.63,Invoice reference matched + exact amount + unambiguous candidate,INV-0179,MATCH
TXN-6181,INV-0476,86.2,MATCH,0.0,0.0,13,63.64,True,60.58,25.62,Invoice reference matched + exact amount + unambiguous candidate,INV-0476,MATCH
TXN-6010,INV-0241,85.98,MATCH,0.0,0.0,14,63.64,True,59.95,26.03,Invoice reference matched + exact amount + unambiguous candidate,INV-0241,MATCH
TXN-6006,INV-0195,85.76,MATCH,0.0,0.0,15,63.64,True,63.7,22.06,Invoice reference matched + exact amount + unambiguous candidate,INV-0195,MATCH
TXN-6089,INV-0171,85.76,MATCH,0.0,0.0,15,63.64,True,60.35,25.41,Invoice reference matched + exact amount + unambiguous candidate,INV-0171,MATCH
TXN-6129,INV-0106,85.66,MATCH,0.0,0.0,1,52.94,True,63.03,22.63,Invoice reference matched + exact amount + unambiguous candidate,INV-0106,MATCH
TXN-6460,INV-0186,85.66,MATCH,0.0,0.0,1,52.94,True,51.76,33.9,Invoice reference matched + exact amount + unambiguous candidate,INV-0186,MATCH
TXN-6228,INV-0381,85.54,MATCH,0.0,0.0,16,63.64,True,51.57,33.97,Invoice reference matched + exact amount + unambiguous candidate,INV-0381,MATCH
TXN-6313,INV-0289,85.54,MATCH,0.0,0.0,16,63.64,True,52.33,33.21,Invoice reference matched + exact amount + unambiguous candidate,INV-0289,MATCH
TXN-6316,INV-0088,85.54,MATCH,0.0,0.0,16,63.64,True,57.89,27.65,Invoice reference matched + exact amount + unambiguous candidate,INV-0088,MATCH
TXN-6100,INV-0046,85.09,MATCH,0.0,0.0,18,63.64,True,54.62,30.47,Invoice reference matched + exact amount + unambiguous candidate,INV-0046,MATCH
TXN-6442,INV-0191,84.92,MATCH,0.0,0.0,10,57.14,True,58.92,26.0,Invoice reference matched + exact amount + unambiguous candidate,INV-0191,MATCH
TXN-6162,INV-0448,84.65,MATCH,0.0,0.0,20,63.64,True,58.99,25.66,Invoice reference matched + exact amount + unambiguous candidate,INV-0448,MATCH
TXN-6197,INV-0157,84.65,MATCH,0.0,0.0,20,63.64,True,67.76,16.89,Invoice reference matched + exact amount + unambiguous candidate,INV-0157,MATCH
TXN-6363,INV-0413,84.53,MATCH,0.0,0.0,13,58.06,True,56.16,28.37,Invoice reference matched + exact amount + unambiguous candidate,INV-0413,MATCH
TXN-6195,INV-0033,84.25,MATCH,0.0,0.0,13,57.14,True,60.65,23.6,Invoice reference matched + exact amount + unambiguous candidate,INV-0033,MATCH
TXN-6368,INV-0246,83.88,MATCH,0.0,0.0,9,52.94,True,59.67,24.21,Invoice reference matched + exact amount + unambiguous candidate,INV-0246,MATCH
TXN-6248,INV-0006,83.84,MATCH,0.0,0.0,18,59.46,True,55.35,28.49,Invoice reference matched + exact amount + unambiguous candidate,INV-0006,MATCH
TXN-6072,INV-0378,83.44,MATCH,0.0,0.0,11,52.94,True,62.0,21.44,Invoice reference matched + exact amount + unambiguous candidate,INV-0378,MATCH
TXN-6052,INV-0230,83.42,MATCH,0.0,0.0,18,58.06,True,67.75,15.67,Invoice reference matched + exact amount + unambiguous candidate,INV-0230,MATCH
TXN-6239,INV-0091,83.42,MATCH,0.0,0.0,18,58.06,True,65.22,18.2,Invoice reference matched + exact amount + unambiguous candidate,INV-0091,MATCH
TXN-6267,INV-0050,83.39,MATCH,0.0,0.0,20,59.46,True,55.55,27.84,Invoice reference matched + exact amount + unambiguous candidate,INV-0050,MATCH
TXN-6280,INV-0205,83.2,MATCH,0.0,0.0,19,58.06,True,54.42,28.78,Invoice reference matched + exact amount + unambiguous candidate,INV-0205,MATCH
TXN-6281,INV-0496,83.14,MATCH,0.0,0.0,18,57.14,True,60.88,22.26,Invoice reference matched + exact amount + unambiguous candidate,INV-0496,MATCH
TXN-6180,INV-0010,82.97,MATCH,0.0,0.0,20,58.06,True,54.43,28.54,Invoice reference matched + exact amount + unambiguous candidate,INV-0010,MATCH
TXN-6255,INV-0302,82.97,MATCH,0.0,0.0,20,58.06,True,62.98,19.99,Invoice reference matched + exact amount + unambiguous candidate,INV-0302,MATCH
TXN-6113,INV-0027,82.33,MATCH,0.0,0.0,16,52.94,True,58.95,23.38,Invoice reference matched + exact amount + unambiguous candidate,INV-0027,MATCH
TXN-6215,INV-0012,81.88,MATCH,0.0,0.0,18,52.94,True,61.69,20.19,Invoice reference matched + exact amount + unambiguous candidate,INV-0012,MATCH
TXN-6108,INV-0212,84.78,MATCH,0.0,0.0,1,100.0,False,70.61,14.17,Exact amount + strong vendor similarity + close date,INV-0212,MATCH
TXN-6123,INV-0243,84.78,REVIEW,0.0,0.0,1,100.0,False,77.1,7.68,Ambiguous: competing invoice candidates have similar evidence,INV-0243,MATCH
TXN-6127,INV-0249,84.78,MATCH,0.0,0.0,1,100.0,False,57.43,27.35,Exact amount + strong vendor similarity + close date,INV-0249,MATCH
TXN-6152,INV-0340,84.78,MATCH,0.0,0.0,1,100.0,False,65.82,18.96,Exact amount + strong vendor similarity + close date,INV-0340,MATCH
TXN-6206,INV-0019,84.78,MATCH,0.0,0.0,1,100.0,False,57.99,26.79,Exact amount + strong vendor similarity + close date,INV-0019,MATCH
TXN-6320,INV-0087,84.78,MATCH,0.0,0.0,1,100.0,False,66.0,18.78,Exact amount + strong vendor similarity + close date,INV-0087,MATCH
TXN-6416,INV-0103,84.78,REVIEW,0.0,0.0,1,100.0,False,84.78,0.0,Ambiguous: competing invoice candidates have similar evidence,INV-0103,AMBIGUOUS
TXN-6422,INV-0199,84.78,REVIEW,0.0,0.0,1,100.0,False,84.78,0.0,Ambiguous: competing invoice candidates have similar evidence,INV-0288,AMBIGUOUS
TXN-6019,INV-0002,84.56,MATCH,0.0,0.0,2,100.0,False,60.66,23.9,Exact amount + strong vendor similarity + close date,INV-0002,MATCH
TXN-6120,INV-0109,84.56,MATCH,0.0,0.0,2,100.0,False,75.0,9.56,Exact amount + strong vendor similarity + close date,INV-0109,MATCH
TXN-6317,INV-0405,84.56,MATCH,0.0,0.0,2,100.0,False,66.88,17.68,Exact amount + strong vendor similarity + close date,INV-0405,MATCH
TXN-6417,INV-0147,84.56,REVIEW,0.0,0.0,2,100.0,False,84.56,0.0,Ambiguous: competing invoice candidates have similar evidence,INV-0356,AMBIGUOUS
TXN-6425,INV-0014,84.56,REVIEW,0.0,0.0,2,100.0,False,84.56,0.0,Ambiguous: competing invoice candidates have similar evidence,INV-0014,AMBIGUOUS
TXN-6438,INV-0391,84.56,MATCH,0.0,0.0,2,100.0,False,72.68,11.88,Exact amount + strong vendor similarity + close date,INV-0391,MATCH
TXN-6011,INV-0392,84.33,MATCH,0.0,0.0,3,100.0,False,72.82,11.51,Exact amount + strong vendor similarity + close date,INV-0392,MATCH
TXN-6046,INV-0429,84.33,MATCH,0.0,0.0,3,100.0,False,73.31,11.02,Exact amount + strong vendor similarity + close date,INV-0429,MATCH
TXN-6047,INV-0445,84.33,MATCH,0.0,0.0,3,100.0,False,61.56,22.77,Exact amount + strong vendor similarity + close date,INV-0445,MATCH
TXN-6090,INV-0032,84.33,MATCH,0.0,0.0,3,100.0,False,74.37,9.96,Exact amount + strong vendor similarity + close date,INV-0032,MATCH
TXN-6093,INV-0323,84.33,MATCH,0.0,0.0,3,100.0,False,71.25,13.08,Exact amount + strong vendor similarity + close date,INV-0323,MATCH
TXN-6122,INV-0427,84.33,MATCH,0.0,0.0,3,100.0,False,72.7,11.63,Exact amount + strong vendor similarity + close date,INV-0427,MATCH
TXN-6212,INV-0334,84.33,MATCH,0.0,0.0,3,100.0,False,72.65,11.68,Exact amount + strong vendor similarity + close date,INV-0334,MATCH
TXN-6247,INV-0500,84.33,MATCH,0.0,0.0,3,100.0,False,71.61,12.72,Exact amount + strong vendor similarity + close date,INV-0500,MATCH
TXN-6305,INV-0293,84.33,MATCH,0.0,0.0,3,100.0,False,68.06,16.27,Exact amount + strong vendor similarity + close date,INV-0293,MATCH
TXN-6338,INV-0166,84.33,MATCH,0.0,0.0,3,100.0,False,57.57,26.76,Exact amount + strong vendor similarity + close date,INV-0166,MATCH
TXN-6347,INV-0222,84.33,MATCH,0.0,0.0,3,100.0,False,73.67,10.66,Exact amount + strong vendor similarity + close date,INV-0222,MATCH
TXN-6360,INV-0329,84.33,REVIEW,0.0,0.0,3,100.0,False,82.52,1.81,Ambiguous: competing invoice candidates have similar evidence,INV-0329,MATCH
TXN-6366,INV-0211,84.33,MATCH,0.0,0.0,3,100.0,False,61.1,23.23,Exact amount + strong vendor similarity + close date,INV-0211,MATCH
TXN-6374,INV-0408,84.33,MATCH,0.0,0.0,3,100.0,False,74.59,9.74,Exact amount + strong vendor similarity + close date,INV-0408,MATCH
TXN-6420,INV-0134,84.33,REVIEW,0.0,0.0,3,100.0,False,84.33,0.0,Ambiguous: competing invoice candidates have similar evidence,INV-0134,AMBIGUOUS
TXN-6424,INV-0096,84.33,REVIEW,0.0,0.0,3,100.0,False,84.33,0.0,Ambiguous: competing invoice candidates have similar evidence,INV-0096,AMBIGUOUS
TXN-6427,INV-0161,84.33,REVIEW,0.0,0.0,3,100.0,False,84.33,0.0,Ambiguous: competing invoice candidates have similar evidence,INV-0333,AMBIGUOUS
TXN-6439,INV-0391,84.33,REVIEW,0.0,0.0,3,100.0,False,72.68,11.65,Invoice already assigned; possible duplicate payment,INV-0391,DUPLICATE
TXN-6447,INV-0231,84.33,MATCH,0.0,0.0,3,100.0,False,63.75,20.58,Exact amount + strong vendor similarity + close date,INV-0231,DUPLICATE
TXN-6032,INV-0001,84.11,MATCH,0.0,0.0,4,100.0,False,57.93,26.18,Exact amount + strong vendor similarity + close date,INV-0001,MATCH
TXN-6053,INV-0389,84.11,MATCH,0.0,0.0,4,100.0,False,75.7,8.41,Exact amount + strong vendor similarity + close date,INV-0389,MATCH
TXN-6064,INV-0236,84.11,REVIEW,0.0,0.0,4,100.0,False,81.79,2.32,Ambiguous: competing invoice candidates have similar evidence,INV-0236,MATCH
TXN-6172,INV-0254,84.11,MATCH,0.0,0.0,4,100.0,False,62.82,21.29,Exact amount + strong vendor similarity + close date,INV-0254,MATCH
TXN-6221,INV-0068,84.11,MATCH,0.0,0.0,4,100.0,False,65.94,18.17,Exact amount + strong vendor similarity + close date,INV-0068,MATCH
TXN-6237,INV-0287,84.11,MATCH,0.0,0.0,4,100.0,False,74.19,9.92,Exact amount + strong vendor similarity + close date,INV-0287,MATCH
TXN-6250,INV-0317,84.11,MATCH,0.0,0.0,4,100.0,False,74.05,10.06,Exact amount + strong vendor similarity + close date,INV-0317,MATCH
TXN-6343,INV-0430,84.11,MATCH,0.0,0.0,4,100.0,False,63.8,20.31,Exact amount + strong vendor similarity + close date,INV-0430,MATCH
TXN-6418,INV-0110,84.11,REVIEW,0.0,0.0,4,100.0,False,84.11,0.0,Ambiguous: competing invoice candidates have similar evidence,INV-0314,AMBIGUOUS
TXN-6419,INV-0361,84.11,REVIEW,0.0,0.0,4,100.0,False,84.11,0.0,Ambiguous: competing invoice candidates have similar evidence,INV-0493,AMBIGUOUS
TXN-6421,INV-0061,84.11,REVIEW,0.0,0.0,4,100.0,False,84.11,0.0,Ambiguous: competing invoice candidates have similar evidence,INV-0135,AMBIGUOUS
TXN-6426,INV-0128,84.11,REVIEW,0.0,0.0,4,100.0,False,84.11,0.0,Ambiguous: competing invoice candidates have similar evidence,INV-0128,AMBIGUOUS
TXN-6003,INV-0203,83.89,MATCH,0.0,0.0,5,100.0,False,71.66,12.23,Exact amount + strong vendor similarity + close date,INV-0203,MATCH
TXN-6073,INV-0338,83.89,MATCH,0.0,0.0,5,100.0,False,74.94,8.95,Exact amount + strong vendor similarity + close date,INV-0338,MATCH
TXN-6193,INV-0245,83.89,MATCH,0.0,0.0,5,100.0,False,44.57,39.32,Exact amount + strong vendor similarity + close date,INV-0245,MATCH
TXN-6227,INV-0138,83.89,MATCH,0.0,0.0,5,100.0,False,57.97,25.92,Exact amount + strong vendor similarity + close date,INV-0138,MATCH
TXN-6257,INV-0390,83.89,MATCH,0.0,0.0,5,100.0,False,73.49,10.4,Exact amount + strong vendor similarity + close date,INV-0390,MATCH
TXN-6300,INV-0460,83.89,MATCH,0.0,0.0,5,100.0,False,61.55,22.34,Exact amount + strong vendor similarity + close date,INV-0460,MATCH
TXN-6341,INV-0156,83.89,MATCH,0.0,0.0,5,100.0,False,71.99,11.9,Exact amount + strong vendor similarity + close date,INV-0156,MATCH
TXN-6357,INV-0239,83.89,MATCH,0.0,0.0,5,100.0,False,72.77,11.12,Exact amount + strong vendor similarity + close date,INV-0239,MATCH
TXN-6423,INV-0256,83.89,REVIEW,0.0,0.0,5,100.0,False,83.89,0.0,Ambiguous: competing invoice candidates have similar evidence,INV-0266,AMBIGUOUS
TXN-6434,INV-0294,83.89,MATCH,0.0,0.0,5,100.0,False,50.37,33.52,Exact amount + strong vendor similarity + close date,INV-0294,MATCH
TXN-6452,INV-0310,83.89,MATCH,0.0,0.0,5,100.0,False,52.4,31.49,Exact amount + strong vendor similarity + close date,INV-0310,MATCH
TXN-6268,INV-0073,83.81,MATCH,0.0,0.0,1,96.77,False,58.14,25.67,Exact amount + strong vendor similarity + close date,INV-0073,MATCH
TXN-6132,INV-0455,83.67,MATCH,0.0,0.0,6,100.0,False,70.04,13.63,Exact amount + strong vendor similarity + close date,INV-0455,MATCH
TXN-6143,INV-0123,83.67,MATCH,0.0,0.0,6,100.0,False,74.37,9.3,Exact amount + strong vendor similarity + close date,INV-0123,MATCH
TXN-6264,INV-0456,83.67,MATCH,0.0,0.0,6,100.0,False,57.86,25.81,Exact amount + strong vendor similarity + close date,INV-0456,MATCH
TXN-6322,INV-0048,83.67,MATCH,0.0,0.0,6,100.0,False,65.78,17.89,Exact amount + strong vendor similarity + close date,INV-0048,MATCH
TXN-6453,INV-0310,83.67,REVIEW,0.0,0.0,6,100.0,False,52.62,31.05,Invoice already assigned; possible duplicate payment,INV-0310,DUPLICATE
TXN-6462,INV-0188,83.67,REVIEW,0.0,0.0,6,100.0,False,74.21,9.46,Invoice already assigned; possible duplicate payment,INV-0188,MATCH
TXN-6028,INV-0057,83.44,MATCH,0.0,0.0,7,100.0,False,70.18,13.26,Exact amount + strong vendor similarity + close date,INV-0057,MATCH
TXN-6044,INV-0443,83.44,MATCH,0.0,0.0,7,100.0,False,63.88,19.56,Exact amount + strong vendor similarity + close date,INV-0443,MATCH
TXN-6134,INV-0398,83.44,MATCH,0.0,0.0,7,100.0,False,69.47,13.97,Exact amount + strong vendor similarity + close date,INV-0398,MATCH
TXN-6147,INV-0490,83.44,MATCH,0.0,0.0,7,100.0,False,65.33,18.11,Exact amount + strong vendor similarity + close date,INV-0490,MATCH
TXN-6192,INV-0432,83.44,MATCH,0.0,0.0,7,100.0,False,64.99,18.45,Exact amount + strong vendor similarity + close date,INV-0432,MATCH
TXN-6244,INV-0130,83.44,MATCH,0.0,0.0,7,100.0,False,68.62,14.82,Exact amount + strong vendor similarity + close date,INV-0130,MATCH
TXN-6288,INV-0318,83.44,MATCH,0.0,0.0,7,100.0,False,64.1,19.34,Exact amount + strong vendor similarity + close date,INV-0318,MATCH
TXN-6292,INV-0031,83.44,REVIEW,0.0,0.0,7,100.0,False,81.44,2.0,Ambiguous: competing invoice candidates have similar evidence,INV-0031,MATCH
TXN-6362,INV-0463,83.44,MATCH,0.0,0.0,7,100.0,False,74.24,9.2,Exact amount + strong vendor similarity + close date,INV-0463,MATCH
TXN-6458,INV-0197,83.44,MATCH,0.0,0.0,7,100.0,False,70.81,12.63,Exact amount + strong vendor similarity + close date,INV-0197,MATCH
TXN-6055,INV-0235,83.22,MATCH,0.0,0.0,8,100.0,False,74.7,8.52,Exact amount + strong vendor similarity + close date,INV-0235,MATCH
TXN-6063,INV-0060,83.22,REVIEW,0.0,0.0,8,100.0,False,82.29,0.93,Ambiguous: competing invoice candidates have similar evidence,INV-0060,MATCH
TXN-6066,INV-0076,83.22,MATCH,0.0,0.0,8,100.0,False,73.07,10.15,Exact amount + strong vendor similarity + close date,INV-0076,MATCH
TXN-6070,INV-0140,83.22,REVIEW,0.0,0.0,8,100.0,False,78.11,5.11,Ambiguous: competing invoice candidates have similar evidence,INV-0140,MATCH
TXN-6098,INV-0209,83.22,MATCH,0.0,0.0,8,100.0,False,73.87,9.35,Exact amount + strong vendor similarity + close date,INV-0209,MATCH
TXN-6139,INV-0305,83.22,REVIEW,0.0,0.0,8,100.0,False,80.76,2.46,Ambiguous: competing invoice candidates have similar evidence,INV-0305,MATCH
TXN-6160,INV-0382,83.22,MATCH,0.0,0.0,8,100.0,False,50.65,32.57,Exact amount + strong vendor similarity + close date,INV-0382,MATCH
TXN-6258,INV-0098,83.22,MATCH,0.0,0.0,8,100.0,False,63.84,19.38,Exact amount + strong vendor similarity + close date,INV-0098,MATCH
TXN-6326,INV-0321,83.22,MATCH,0.0,0.0,8,100.0,False,74.94,8.28,Exact amount + strong vendor similarity + close date,INV-0321,MATCH
TXN-6353,INV-0066,83.22,MATCH,0.0,0.0,8,100.0,False,72.6,10.62,Exact amount + strong vendor similarity + close date,INV-0066,MATCH
TXN-6428,INV-0458,83.22,REVIEW,0.0,0.0,8,100.0,False,68.79,14.43,Invoice already assigned; possible duplicate payment,INV-0458,MATCH
TXN-6441,INV-0495,83.22,MATCH,0.0,0.0,8,100.0,False,75.11,8.11,Exact amount + strong vendor similarity + close date,INV-0495,DUPLICATE
TXN-6456,INV-0291,83.22,MATCH,0.0,0.0,8,100.0,False,66.04,17.18,Exact amount + strong vendor similarity + close date,INV-0291,MATCH
TXN-6465,INV-0331,83.22,REVIEW,0.0,0.0,8,100.0,False,81.39,1.83,Invoice already assigned; possible duplicate payment,INV-0331,DUPLICATE
TXN-6075,INV-0303,83.0,MATCH,0.0,0.0,9,100.0,False,71.15,11.85,Exact amount + strong vendor similarity + close date,INV-0303,MATCH
TXN-6222,INV-0462,83.0,MATCH,0.0,0.0,9,100.0,False,69.2,13.8,Exact amount + strong vendor similarity + close date,INV-0462,MATCH
TXN-6286,INV-0105,83.0,MATCH,0.0,0.0,9,100.0,False,72.35,10.65,Exact amount + strong vendor similarity + close date,INV-0105,MATCH
TXN-6294,INV-0233,83.0,REVIEW,0.0,0.0,9,100.0,False,77.28,5.72,Ambiguous: competing invoice candidates have similar evidence,INV-0233,MATCH
TXN-6436,INV-0040,83.0,MATCH,0.0,0.0,9,100.0,False,65.45,17.55,Exact amount + strong vendor similarity + close date,INV-0040,MATCH
TXN-6459,INV-0197,83.0,REVIEW,0.0,0.0,9,100.0,False,70.81,12.19,Invoice already assigned; possible duplicate payment,INV-0197,DUPLICATE
TXN-6008,INV-0488,82.78,MATCH,0.0,0.0,10,100.0,False,52.91,29.87,Exact amount + strong vendor similarity + close date,INV-0488,MATCH
TXN-6022,INV-0494,82.78,MATCH,0.0,0.0,10,100.0,False,74.37,8.41,Exact amount + strong vendor similarity + close date,INV-0494,MATCH
TXN-6023,INV-0419,82.78,MATCH,0.0,0.0,10,100.0,False,68.55,14.23,Exact amount + strong vendor similarity + close date,INV-0419,MATCH
